house_id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
2161,50,RL,90,5400,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,None,0,Fa,TA,PConc,TA,TA,No,ALQ,315.0,Rec,105,420,840.0,GasA,Ex,Y,SBrkr,840,534,0,1374,0,0,1,0,2,1,TA,6,Typ,0,none,Detchd,Fin,1,338,TA,TA,Y,0,0,198,0,0,0,none,0,10,2009,WD,Normal,105000
2162,80,RL,80,8000,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,433.0,Rec,95,0,528.0,GasA,TA,Y,SBrkr,1183,0,0,1183,1,0,1,0,3,1,TA,6,Typ,0,none,Attchd,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,GdWo,0,7,2009,WD,Normal,138000
2163,30,RL,60,5400,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1940,2005,Gambrel,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,672,672.0,GasA,Gd,Y,SBrkr,672,0,0,672,0,0,1,0,2,1,TA,4,Typ,0,none,Detchd,Unf,1,308,TA,TA,N,88,108,0,0,0,0,none,0,7,2008,WD,Normal,86900
2164,60,RL,73,9802,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,384,384.0,GasA,Gd,Y,SBrkr,744,700,0,1444,0,0,2,1,3,1,TA,7,Typ,0,none,BuiltIn,Fin,2,400,TA,TA,Y,100,0,0,0,0,0,none,0,4,2010,WD,Normal,174000
2165,20,RL,60,7626,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1952,2005,Hip,CompShg,WdSdng,WdSdng,None,0,Gd,TA,CBlock,TA,TA,No,GLQ,931.0,Unf,0,100,1031.0,GasA,Gd,Y,SBrkr,1031,0,0,1031,1,0,1,0,2,1,Gd,5,Typ,0,none,Attchd,Unf,1,230,TA,TA,Y,0,0,0,0,0,0,MnPrv,0,3,2009,WD,Normal,145500
2166,20,RL,0,8696,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,150,TA,TA,PConc,Gd,TA,Gd,GLQ,1308.0,Unf,0,110,1418.0,GasA,Ex,Y,SBrkr,1418,0,0,1418,1,0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,RFn,2,558,TA,TA,Y,208,110,0,0,0,0,none,0,5,2008,WD,Normal,226001
2167,20,RL,74,9627,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0,1327,1351.0,GasA,Ex,Y,SBrkr,1361,0,0,1361,0,0,2,0,3,1,Gd,6,Typ,0,none,Attchd,RFn,2,610,TA,TA,Y,0,50,0,0,0,0,none,0,6,2008,WD,Normal,193000
2168,50,RM,50,5925,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,6,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,600,600.0,Grav,Fa,N,SBrkr,600,368,0,968,0,0,1,0,2,1,TA,6,Typ,0,none,none,none,0,0,none,none,Y,0,0,0,0,0,0,GdWo,0,5,2009,WD,Abnorml,37900
2169,20,RL,69,7590,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,1117,1117.0,GasA,Ex,Y,SBrkr,1117,0,0,1117,0,0,1,0,3,1,TA,6,Typ,0,none,Attchd,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,none,0,5,2008,COD,Normal,136870
2170,60,RL,92,9920,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,862.0,Unf,0,255,1117.0,GasA,Ex,Y,SBrkr,1127,886,0,2013,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,Unf,2,455,TA,TA,Y,180,130,0,0,0,0,none,0,6,2007,WD,Normal,269790
2171,120,RM,0,4500,Pave,none,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425,TA,TA,PConc,Ex,TA,No,GLQ,883.0,Unf,0,341,1224.0,GasA,Ex,Y,SBrkr,1224,0,0,1224,1,0,2,0,2,1,TA,5,Typ,0,none,Attchd,Fin,2,402,TA,TA,Y,0,304,0,0,0,0,none,0,6,2009,WD,Normal,165000
2172,50,RM,52,6240,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,816,816.0,GasA,TA,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,2,528,TA,TA,Y,112,0,0,0,0,0,MnPrv,400,9,2006,WD,Normal,114500
2173,50,RM,52,6240,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,1042,1042.0,GasA,Ex,Y,SBrkr,1042,534,0,1576,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,1,225,TA,TA,Y,0,0,0,0,0,0,none,0,8,2006,WD,Family,149000
2174,75,RM,87,18386,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,1470,1470.0,GasA,Ex,Y,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,Gd,10,Typ,1,Ex,Attchd,Unf,3,870,TA,TA,Y,302,0,0,0,0,0,none,0,5,2008,WD,Normal,295000
2175,20,RL,82,20270,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,599.0,Unf,0,925,1524.0,GasA,TA,Y,SBrkr,1524,0,0,1524,1,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,Fin,2,478,TA,TA,Y,140,0,0,0,0,0,none,0,4,2008,WD,Normal,245000
2176,50,RL,66,21780,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,7,1918,1950,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0.0,Unf,0,1163,1163.0,GasA,Ex,Y,SBrkr,1163,511,0,1674,0,0,2,0,4,1,TA,8,Typ,1,Gd,Detchd,Fin,2,396,TA,TA,N,72,36,0,0,144,0,none,0,7,2008,WD,Normal,185000
2177,30,RM,46,3672,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1Story,5,7,1922,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,816,816.0,GasA,Ex,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,TA,5,Typ,0,none,Detchd,Unf,1,100,Fa,Fa,N,0,0,96,0,0,0,none,0,9,2007,WD,Normal,75200
2178,20,RL,60,7024,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,1024.0,Unf,0,108,1132.0,GasA,Ex,Y,SBrkr,1132,0,0,1132,1,0,1,1,2,1,Gd,5,Typ,0,none,Attchd,Fin,2,451,TA,TA,Y,252,64,0,0,0,0,none,0,6,2008,WD,Normal,176000
2179,75,RM,60,7200,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0,530,530.0,GasA,TA,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,Fa,6,Typ,0,none,Detchd,Unf,1,288,TA,TA,N,0,0,144,0,0,0,none,0,3,2007,WD,Normal,101000
2180,50,RL,51,10480,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,1064,1064.0,GasA,Ex,Y,FuseA,1166,0,473,1639,0,0,1,0,3,1,TA,6,Maj2,0,none,Detchd,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,none,0,3,2008,WD,Normal,115000
2181,20,RL,0,10530,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,282.0,LwQ,35,664,981.0,GasA,TA,Y,SBrkr,981,0,0,981,1,0,1,1,3,1,TA,5,Typ,0,none,Detchd,Unf,2,576,TA,TA,Y,0,312,40,0,0,0,none,0,3,2007,WD,Normal,143250
2182,50,RL,0,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,399.0,Unf,0,484,883.0,GasA,Gd,Y,SBrkr,988,517,0,1505,1,0,1,0,3,1,TA,8,Typ,0,none,Detchd,Unf,1,240,TA,TA,N,0,0,0,0,0,0,none,0,7,2008,WD,Normal,145000
2183,70,RL,60,9550,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,5,1915,1970,Gable,CompShg,WdSdng,WdShng,None,0,TA,TA,BrkTil,TA,Gd,No,ALQ,216.0,Unf,0,540,756.0,GasA,Gd,Y,SBrkr,961,756,0,1717,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,3,642,TA,TA,Y,0,35,272,0,0,0,none,0,2,2006,WD,Abnorml,140000
2184,50,RM,75,9060,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1957,1957,Gable,CompShg,MetalSd,MetalSd,BrkFace,327,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,967,967.0,GasA,Gd,Y,SBrkr,967,671,0,1638,0,0,2,0,4,1,Gd,6,Typ,0,none,Detchd,Unf,1,384,TA,TA,Y,0,21,0,0,0,0,none,0,4,2006,WD,Normal,139000
2185,20,RL,0,12546,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,310,Gd,Gd,CBlock,Gd,TA,No,BLQ,678.0,Unf,0,762,1440.0,GasA,Ex,Y,SBrkr,1440,0,0,1440,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,467,TA,TA,Y,0,0,99,0,0,0,none,0,4,2007,WD,Normal,182900
2186,60,RL,96,12474,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272,Ex,TA,PConc,Ex,TA,Av,GLQ,1280.0,Unf,0,402,1682.0,GasA,Ex,Y,SBrkr,1742,590,0,2332,1,0,2,1,3,1,Ex,9,Typ,1,Ex,BuiltIn,Fin,3,846,TA,TA,Y,196,134,0,0,0,0,none,0,8,2008,New,Partial,426000
2187,120,RL,42,4235,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,1Story,5,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,149,Gd,TA,CBlock,Gd,TA,Mn,GLQ,552.0,ALQ,393,104,1049.0,GasA,TA,Y,SBrkr,1049,0,0,1049,1,0,2,0,2,1,Gd,5,Typ,0,none,Attchd,Fin,1,266,TA,TA,Y,0,105,0,0,0,0,none,0,2,2009,WD,Normal,139500
2188,50,RM,50,8600,Pave,none,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,780,780.0,GasA,TA,Y,SBrkr,780,596,0,1376,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,198,TA,TA,N,0,0,0,0,0,0,none,0,6,2006,WD,Normal,119500
2189,180,RM,21,1596,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,437.0,Unf,0,25,462.0,GasA,TA,Y,SBrkr,526,462,0,988,1,0,1,0,1,1,TA,4,Typ,1,Po,BuiltIn,RFn,1,297,TA,TA,Y,0,101,0,120,0,0,GdWo,0,7,2008,WD,Normal,94900
2190,190,RL,60,10800,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,WdSdng,WdSdng,None,0,TA,Fa,CBlock,TA,Fa,No,BLQ,664.0,Unf,0,290,954.0,GasA,TA,N,FuseA,1766,648,0,2414,0,0,2,0,3,2,TA,10,Mod,1,Gd,Attchd,Unf,2,520,TA,Fa,N,142,0,0,0,0,0,none,0,5,2006,ConLD,Normal,160000
2191,20,RL,100,13350,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,762.0,Unf,0,102,864.0,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,Unf,2,440,TA,TA,Y,241,0,0,0,0,0,MnPrv,0,6,2006,WD,Normal,142500
2192,90,RL,0,8544,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340,TA,TA,Slab,none,none,none,none,0.0,none,0,0,0.0,Wall,Fa,N,FuseA,1040,0,0,1040,0,0,2,0,2,2,TA,6,Typ,0,none,Detchd,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,none,0,5,2006,WD,Normal,87500
2193,20,RL,80,8480,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,GLQ,630.0,Unf,0,340,970.0,GasA,TA,Y,SBrkr,970,0,0,970,1,0,1,0,2,1,TA,5,Typ,0,none,Detchd,Unf,2,624,TA,TA,Y,0,24,0,0,192,0,none,0,7,2007,WD,Normal,132500
2194,120,RL,48,7841,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,394,Ex,TA,PConc,Ex,TA,No,GLQ,848.0,Unf,0,729,1577.0,GasA,Ex,Y,SBrkr,1577,0,0,1577,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2,564,TA,TA,Y,203,39,0,0,0,0,none,0,5,2007,WD,Normal,280000
2195,20,RL,103,16280,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,1976,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Ex,Ex,CBlock,Gd,Ex,Mn,GLQ,1044.0,Rec,382,0,1426.0,GasA,Ex,Y,SBrkr,1671,0,0,1671,1,0,3,0,3,1,Ex,6,Typ,1,Gd,Attchd,RFn,2,550,TA,TA,Y,280,90,0,0,0,0,GdWo,0,5,2008,WD,Normal,290000
2196,90,RL,70,7728,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,WdSdng,WdSdng,BrkFace,120,TA,TA,CBlock,TA,TA,Av,ALQ,803.0,Unf,0,303,1106.0,GasA,TA,Y,SBrkr,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,0,none,Attchd,Unf,2,540,TA,TA,Y,0,18,0,0,0,0,GdWo,0,5,2006,WD,Normal,132500
2197,60,RL,96,12539,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,2Story,10,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,468,Ex,TA,PConc,Ex,TA,Gd,GLQ,1082.0,Unf,0,538,1620.0,GasA,Ex,Y,SBrkr,1632,1158,0,2790,1,0,2,1,4,1,Ex,10,Typ,1,Ex,BuiltIn,Fin,4,1150,TA,TA,Y,30,200,0,0,192,0,none,0,6,2008,WD,Normal,460000
2198,20,RL,63,13072,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1114,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,1114,0,0,1,1,3,1,Gd,6,Typ,0,none,none,none,0,0,none,none,Y,0,39,0,0,0,0,none,0,8,2009,WD,Normal,142000
2199,160,RM,24,2016,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,630,630.0,GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,none,Detchd,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,none,0,4,2007,WD,Normal,106000
2200,20,RL,73,16133,Pave,none,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,Gd,TA,Mn,ALQ,847.0,Unf,0,329,1176.0,GasA,TA,Y,SBrkr,1176,0,0,1176,1,0,1,0,2,1,TA,5,Typ,0,none,Attchd,Unf,1,360,TA,TA,Y,0,92,0,0,112,0,none,0,12,2006,WD,Abnorml,119900
2201,20,RL,80,9600,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,758.0,Unf,0,293,1051.0,GasA,Gd,Y,SBrkr,1051,0,0,1051,1,0,1,0,3,1,TA,6,Typ,0,none,Attchd,RFn,2,504,TA,TA,Y,0,0,0,0,0,0,none,0,7,2006,WD,Normal,142000
2202,60,RL,0,7750,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,660,660.0,GasA,Ex,Y,SBrkr,660,660,0,1320,0,0,2,1,3,1,Gd,6,Typ,0,none,Attchd,Fin,2,400,TA,TA,Y,0,48,0,0,0,0,none,0,8,2007,WD,Normal,162000
2203,20,RL,70,9100,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,HdBoard,HdBoard,BrkCmn,69,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,1144,1144.0,GasA,TA,Y,SBrkr,1144,0,0,1144,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,RFn,1,336,TA,TA,Y,0,0,0,0,0,0,none,0,6,2007,WD,Normal,120000
2204,160,FV,30,3215,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120,Gd,TA,PConc,Gd,TA,Av,GLQ,280.0,Unf,0,320,600.0,GasA,Ex,Y,SBrkr,600,600,0,1200,0,0,2,1,2,1,Gd,4,Typ,0,none,Detchd,RFn,2,480,TA,TA,Y,0,172,0,0,0,0,none,0,4,2010,ConLD,Normal,155000
2205,20,RL,56,18559,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1978,1978,Hip,CompShg,Plywood,Plywood,BrkFace,383,Gd,Gd,CBlock,Gd,TA,No,GLQ,1206.0,Rec,186,656,2048.0,GasA,TA,Y,SBrkr,2064,0,0,2064,1,0,2,0,3,1,Gd,7,Typ,2,Fa,Attchd,Fin,2,550,TA,TA,Y,200,0,0,0,0,0,none,0,8,2008,WD,Normal,235000
2206,20,RL,0,15676,Pave,none,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,8,1980,1980,Gable,CompShg,VinylSd,VinylSd,BrkFace,115,Gd,Gd,CBlock,Gd,Gd,Gd,ALQ,1733.0,Rec,92,189,2014.0,GasA,Gd,Y,SBrkr,2014,0,0,2014,1,0,2,0,2,1,Gd,6,Maj1,2,Gd,Attchd,RFn,3,864,TA,TA,Y,462,0,0,255,0,0,MnPrv,0,4,2009,WD,Normal,275000
2207,60,RL,0,9930,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,199,Gd,TA,PConc,Gd,TA,No,GLQ,456.0,Unf,0,370,826.0,GasA,Ex,Y,SBrkr,878,884,0,1762,0,0,2,1,3,1,Gd,6,Typ,0,none,Attchd,Fin,2,591,TA,TA,Y,320,54,0,0,0,0,none,0,7,2006,WD,Normal,222000
2208,60,RL,0,12334,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,198,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,1068,1068.0,GasA,Ex,Y,SBrkr,1068,1116,0,2184,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,RFn,2,570,TA,TA,Y,192,132,0,0,0,0,none,0,6,2009,WD,Normal,254750
2209,120,RM,0,4438,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169,Gd,TA,PConc,Gd,TA,Gd,GLQ,662.0,Unf,0,186,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,1,Gd,Attchd,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,none,0,6,2008,ConLD,Normal,144500
2210,20,RL,0,12772,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,Mn,BLQ,498.0,Unf,0,460,958.0,GasA,TA,Y,SBrkr,958,0,0,958,0,0,1,0,2,1,TA,5,Typ,0,none,Attchd,RFn,1,301,TA,TA,Y,0,0,0,0,0,0,none,15500,4,2007,WD,Normal,151500
2211,120,RH,34,4060,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,266.0,Unf,0,1139,1405.0,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,0,none,Attchd,Fin,2,511,TA,TA,Y,144,68,0,0,0,0,none,0,8,2008,COD,Abnorml,181000
2212,190,RM,70,5600,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,WdShng,None,0,Fa,Fa,Slab,none,none,none,none,0.0,none,0,0,0.0,GasA,Fa,N,SBrkr,372,720,0,1092,0,0,2,0,3,2,Fa,7,Mod,0,none,none,none,0,0,none,none,N,0,0,0,0,0,0,none,3500,7,2010,WD,Normal,55000
2213,90,RL,60,9000,Pave,none,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0,896,896.0,GasA,TA,Y,SBrkr,896,896,0,1792,0,0,2,2,4,2,TA,8,Typ,0,none,none,none,0,0,none,none,Y,32,45,0,0,0,0,none,0,9,2009,WD,Normal,136000
